[2025-05-30 13:35:33.2001251 | INF] KAPE directory: D:\kape\KAPE
[2025-05-30 13:43:26.3745164 | INF]   Copied deferred file C:\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log to D:\KAPEOUT\C\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log. Hashing source file...
[2025-05-30 13:43:26.4825905 | INF]   Copied deferred file C:\ProgramData\Microsoft\Network\Downloader\edb.log to D:\KAPEOUT\C\ProgramData\Microsoft\Network\Downloader\edb.log. Hashing source file...
[2025-05-30 13:43:27.8562047 | INF]   Copied deferred file C:\ProgramData\Microsoft\Network\Downloader\qmgr.db to D:\KAPEOUT\C\ProgramData\Microsoft\Network\Downloader\qmgr.db. Hashing source file...
[2025-05-30 13:43:28.3612031 | INF]   Copied deferred file C:\ProgramData\Microsoft\Network\Downloader\qmgr.jfm to D:\KAPEOUT\C\ProgramData\Microsoft\Network\Downloader\qmgr.jfm. Hashing source file...
[2025-05-30 13:43:28.9600192 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd. Hashing source file...
[2025-05-30 13:43:28.9930644 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm. Hashing source file...
[2025-05-30 13:43:29.0363047 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal. Hashing source file...
[2025-05-30 13:43:29.2559271 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd. Hashing source file...
[2025-05-30 13:43:29.2911141 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm. Hashing source file...
[2025-05-30 13:43:29.3345765 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal. Hashing source file...
[2025-05-30 13:43:29.4023113 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db. Hashing source file...
[2025-05-30 13:43:29.4372773 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-shm. Hashing source file...
[2025-05-30 13:43:29.4848315 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-wal. Hashing source file...
[2025-05-30 13:43:29.5732841 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\wfp\wfpdiag.etl to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\wfp\wfpdiag.etl. Hashing source file...
[2025-05-30 13:43:29.6049936 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows Security Health\Logs\SHS-05302025-131213-7-1ff-22621.1.amd64fre.ni_release.220506-1250.etl to D:\KAPEOUT\C\ProgramData\Microsoft\Windows Security Health\Logs\SHS-05302025-131213-7-1ff-22621.1.amd64fre.ni_release.220506-1250.etl. Hashing source file...
[2025-05-30 13:43:29.6825343 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db. Hashing source file...
[2025-05-30 13:43:29.7108078 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-shm. Hashing source file...
[2025-05-30 13:43:29.7378828 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-wal. Hashing source file...
[2025-05-30 13:43:29.7698670 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\LfSvc\Geofence\GeofenceApplicationID.dat to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\LfSvc\Geofence\GeofenceApplicationID.dat. Hashing source file...
[2025-05-30 13:43:29.8326133 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\LfSvc\Geofence\S-1-5-18_NonPackagedApp\Geofence.dat to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\LfSvc\Geofence\S-1-5-18_NonPackagedApp\Geofence.dat. Hashing source file...
[2025-05-30 13:43:29.9413904 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\1EE82823-EF22-4B91-9EE7-5E96771C4545-0.bin to D:\KAPEOUT\C\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\1EE82823-EF22-4B91-9EE7-5E96771C4545-0.bin. Hashing source file...
[2025-05-30 13:43:30.1789035 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___1920_1080_notdimmed.jpg to D:\KAPEOUT\C\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___1920_1080_notdimmed.jpg. Hashing source file...
[2025-05-30 13:43:30.2818343 | INF]   Copied deferred file C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db to D:\KAPEOUT\C\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db. Hashing source file...
[2025-05-30 13:43:30.3112615 | INF]   Copied deferred file C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db-shm. Hashing source file...
[2025-05-30 13:43:30.3396013 | INF]   Copied deferred file C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db-wal. Hashing source file...
[2025-05-30 13:43:30.6798490 | INF]   Copied deferred file C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db to D:\KAPEOUT\C\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db. Hashing source file...
[2025-05-30 13:43:30.7514915 | INF]   Copied deferred file C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db-shm. Hashing source file...
[2025-05-30 13:43:31.6676101 | INF]   Copied deferred file C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db-wal. Hashing source file...
[2025-05-30 13:43:33.1441951 | WRN] WARNING: THERE WERE {.Count:N0} FILE COPY FAILURES! See the console log for details!!!
[2025-05-30 13:43:33.1471243 | INF] Copied 2,219 (Deduplicated: 491) out of 2,711 files in 475.9506 seconds. File copy errors: 1. See console log for details! See D:\KAPEOUT\2025-05-30T19_35_32_7966016_CopyLog.csv for copy details
[2025-05-30 13:43:33.1500533 | INF] Total execution time: 475.9560 seconds
